"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="1667131862904671186",="1667131862901671186","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","3","null","null","null","null","交易成功","null",="2022091022001188381431619110","0.00","0.00","没有申请退款","无退款申请","2022-09-10 01:11:04","2022-09-10 01:11:10"
="1667131862905671186",="1667131862901671186","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022091022001188381431619110","0.00","0.00","没有申请退款","无退款申请","2022-09-10 01:11:04","2022-09-10 01:11:10"
="1667131862906671186",="1667131862901671186","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022091022001188381431619110","0.00","0.00","没有申请退款","无退款申请","2022-09-10 01:11:04","2022-09-10 01:11:10"
="2879264307913646860",="2879264307912646860","【99价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022091022001139931409703011","184.34","184.34","没有申请退款","无退款申请","2022-09-10 00:21:22","2022-09-10 00:21:26"
="2879264307914646860",="2879264307912646860","【99价】SERUMKIND韩国改善肌肤暗沉提亮肤色抗衰老青春焕彩精华液30ml","279.00","1","8809603904461","null","null","null","交易成功","8809603904461",="2022091022001139931409703011","191.74","191.74","没有申请退款","无退款申请","2022-09-10 00:21:22","2022-09-10 00:21:26"
="2879264307915646860",="2879264307912646860","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022091022001139931409703011","0.00","0.00","没有申请退款","无退款申请","2022-09-10 00:21:22","2022-09-10 00:21:26"
="2879264307916646860",="2879264307912646860","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022091022001139931409703011","0.00","0.00","没有申请退款","无退款申请","2022-09-10 00:21:22","2022-09-10 00:21:26"
="2879264307917646860",="2879264307912646860","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022091022001139931409703011","0.00","0.00","没有申请退款","无退款申请","2022-09-10 00:21:22","2022-09-10 00:21:26"
="2878982102169552625",="2878982102168552625","【99价】SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","139.00","1","null","null","null","null","交易成功","null",="2022091022001141641401116149","104.00","104.00","没有申请退款","无退款申请","2022-09-10 00:14:46","2022-09-10 00:14:59"
="2878982102170552625",="2878982102168552625","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022091022001141641401116149","0.00","0.00","没有申请退款","无退款申请","2022-09-10 00:14:46","2022-09-10 00:14:59"
