"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2962846118130716330",="2962846118130716330","SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","119.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","买家已付款，等待卖家发货","null",="2022102022001109941444170523","119.00","119.00","没有申请退款","无退款申请","2022-10-20 13:45:22","2022-10-20 13:45:27"
="2960109253937629253",="2960109253937629253","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022101922001147155731064411","249.00","249.00","没有申请退款","无退款申请","2022-10-19 11:02:53","2022-10-19 11:03:00"
="2959923925505686424",="2959923925505686424","SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","149.00","1","8809525248018","净含量：50ml","null","null","卖家已发货，等待买家确认","8809525248018",="2022101922001199535725262130","149.00","149.00","没有申请退款","无退款申请","2022-10-19 09:37:26","2022-10-19 09:37:36"
="1706877015866635882",="1706877015866635882","SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","149.00","1","8809525248018","净含量：50ml","null","null","买家已付款，等待卖家发货","8809525248018",="2022101822001197815720408577","149.00","149.00","没有申请退款","无退款申请","2022-10-18 22:36:40","2022-10-18 22:36:44"
="2958749568068317714",="2958749568067317714","SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml","299.00","1","8809754820047","null","null","null","卖家已发货，等待买家确认","8809754820047",="2022101822001101075748692232","299.00","299.00","没有申请退款","无退款申请","2022-10-18 21:24:12","2022-10-18 21:24:27"
="2958749568069317714",="2958749568067317714","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022101822001101075748692232","249.00","249.00","没有申请退款","无退款申请","2022-10-18 21:24:12","2022-10-18 21:24:27"
="1706837737432478579",="1706837737432478579","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022101822001151761423805940","119.00","119.00","退款成功","119.00","2022-10-18 20:49:48","2022-10-18 20:49:56"
="2959314445922872832",="2959314445922872832","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022101822001188475727886268","249.00","249.00","没有申请退款","无退款申请","2022-10-18 20:28:00","2022-10-18 20:28:11"
="1706321102164896591",="1706321102164896591","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","1","8809603904430","null","null","null","卖家已发货，等待买家确认","8809603904430",="2022101822001191861436330916","259.00","259.00","没有申请退款","无退款申请","2022-10-18 11:45:44","2022-10-18 11:45:53"
="1706179083681395183",="1706179083681395183","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101822001122601447252943","119.00","119.00","没有申请退款","无退款申请","2022-10-18 10:16:24","2022-10-18 10:16:31"
="2958280058805601518",="2958280058805601518","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022101822001160421446992858","249.00","249.00","没有申请退款","无退款申请","2022-10-18 08:40:29","2022-10-18 08:40:35"
="1706121409831566492",="1706121409830566492","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022101822001124741422669051","249.00","249.00","没有申请退款","无退款申请","2022-10-18 05:56:32","2022-10-18 05:56:41"
="1706121409832566492",="1706121409830566492","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101822001124741422669051","119.00","119.00","没有申请退款","无退款申请","2022-10-18 05:56:32","2022-10-18 05:56:41"
="2957047597432446845",="2957047597432446845","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101722001105675734046264","119.00","119.00","没有申请退款","无退款申请","2022-10-17 20:54:52","2022-10-17 20:54:59"
="2957621619893937952",="2957621619893937952","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101722001185055729018446","119.00","119.00","没有申请退款","无退款申请","2022-10-17 20:10:59","2022-10-17 20:11:14"
="1704688861705247066",="1704688861705247066","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","买家已付款，等待卖家发货","8809754820689",="2022101722001194821428997867","249.00","249.00","没有申请退款","无退款申请","2022-10-17 00:30:31","2022-10-17 00:30:48"
="1704630146607765072",="1704630146607765072","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101622001157311430261998","119.00","119.00","没有申请退款","无退款申请","2022-10-16 23:38:03","2022-10-16 23:38:13"
="2955856611222166603",="2955856611222166603","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101622001194401404404309","119.00","119.00","没有申请退款","无退款申请","2022-10-16 21:12:53","2022-10-16 21:13:03"
="1704414939710052792",="1704414939710052792","SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml","299.00","1","8809754820047","null","null","null","卖家已发货，等待买家确认","8809754820047",="2022101622001160695722806018","299.00","299.00","没有申请退款","无退款申请","2022-10-16 19:23:33","2022-10-16 19:23:40"
="2954519317303791433",="2954519317303791433","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101622001116075743944128","119.00","119.00","没有申请退款","无退款申请","2022-10-16 15:44:09","2022-10-16 15:44:21"
="2954124325095630308",="2954124325095630308","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101622001140015724270211","119.00","119.00","没有申请退款","无退款申请","2022-10-16 12:26:10","2022-10-16 12:35:02"
="2953998757834048102",="2953998757834048102","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022101622001123781414253246","119.00","119.00","退款成功","119.00","2022-10-16 11:44:08","2022-10-16 11:44:13"
="2954398071661488744",="2954398071661488744","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101622001194601437310724","119.00","119.00","没有申请退款","无退款申请","2022-10-16 10:21:30","2022-10-16 10:21:35"
="2953285129614470448",="2953285129614470448","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101522001191381447127508","119.00","119.00","没有申请退款","无退款申请","2022-10-15 22:52:19","2022-10-15 22:52:27"
="2953554842762213552",="2953554842762213552","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","快发货，注意检查质量谢谢","卖家已发货，等待买家确认","null",="2022101522001122141415525291","89.00","89.00","没有申请退款","无退款申请","2022-10-15 21:45:24","2022-10-15 21:45:28"
="2953537346982213552",="2953537346982213552","completone海外旗舰店的5元无门槛指定商品优惠券10/15-10/16","1.00","1","null","null","null","null","交易成功","null",="2022101522001122141416262021","1.00","1.00","没有申请退款","无退款申请","2022-10-15 21:36:26","2022-10-15 21:36:41"
="2953368902236005710",="2953368902236005710","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101522001194741414396214","119.00","119.00","没有申请退款","无退款申请","2022-10-15 20:06:05","2022-10-15 20:06:14"
="1702382664865558484",="1702382664865558484","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101522001197055725255775","119.00","119.00","没有申请退款","无退款申请","2022-10-15 11:38:46","2022-10-15 11:38:52"
="2952048098892336654",="2952048098892336654","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101522001167401454099913","119.00","119.00","没有申请退款","无退款申请","2022-10-15 10:15:09","2022-10-15 10:15:15"
="1702907329587704475",="1702907329587704475","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101522001196701411294658","119.00","119.00","没有申请退款","无退款申请","2022-10-15 07:51:34","2022-10-15 07:51:43"
="1702855346491033875",="1702855346491033875","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101522001153441436826768","119.00","119.00","没有申请退款","无退款申请","2022-10-15 07:47:58","2022-10-15 07:48:07"
="1702141176307554378",="1702141176307554378","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101522001147721402281227","119.00","119.00","没有申请退款","无退款申请","2022-10-15 01:38:47","2022-10-15 01:38:54"
="1702694210106704475",="1702694210106704475","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022101422001196701413315784","119.00","119.00","退款成功","119.00","2022-10-14 21:46:49","2022-10-14 21:46:57"
="1702674301603047970",="1702674301603047970","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022101422001117231402229830","119.00","119.00","退款成功","119.00","2022-10-14 20:31:15","2022-10-14 20:31:24"
="2949562152192119360",="2949562152192119360","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101422001152721411231975","119.00","119.00","没有申请退款","无退款申请","2022-10-14 14:30:40","2022-10-14 14:30:47"
="2950850991274875900",="2950850991274875900","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101422001163735717898105","119.00","119.00","没有申请退款","无退款申请","2022-10-14 14:16:00","2022-10-14 14:16:05"
="1702296698975269181",="1702296698975269181","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101422001114821424293568","119.00","119.00","没有申请退款","无退款申请","2022-10-14 14:07:19","2022-10-14 14:07:35"
="2949233796605112717",="2949233796605112717","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101422001138461429081663","119.00","119.00","没有申请退款","无退款申请","2022-10-14 11:49:14","2022-10-14 11:49:19"
="2949433165330491617",="2949433165330491617","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101422001173095739627357","119.00","119.00","没有申请退款","无退款申请","2022-10-14 07:11:05","2022-10-14 07:11:10"
="1701850831263510172",="1701850831263510172","SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","149.00","1","8809525248018","净含量：50ml","null","null","交易关闭","8809525248018",="2022101422001159941416432016","149.00","149.00","退款成功","149.00","2022-10-14 00:02:55","2022-10-14 00:04:49"
="2949164490993123845",="2949164490993123845","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001194701414602632","119.00","119.00","没有申请退款","无退款申请","2022-10-13 20:53:56","2022-10-13 20:54:00"
="1701506677236427692",="1701506677236427692","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001132281414220365","119.00","119.00","没有申请退款","无退款申请","2022-10-13 19:24:15","2022-10-13 19:24:21"
="1700858382091050852",="1700858382091050852","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001161955727096475","119.00","119.00","没有申请退款","无退款申请","2022-10-13 16:56:56","2022-10-13 16:58:01"
="1700894425078345484",="1700894425078345484","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001196035758762400","119.00","119.00","没有申请退款","无退款申请","2022-10-13 16:37:58","2022-10-13 16:38:03"
="2948208877416675409",="2948208877416675409","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001130395739762140","119.00","119.00","退款成功","119.00","2022-10-13 16:37:07","2022-10-13 16:37:27"
="2948673639553272304",="2948673639553272304","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001106155719958952","119.00","119.00","没有申请退款","无退款申请","2022-10-13 15:26:08","2022-10-13 15:26:10"
="1700752911144148183",="1700752911144148183","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001171741402016168","119.00","119.00","没有申请退款","无退款申请","2022-10-13 15:06:14","2022-10-13 15:06:18"
="1700736818521173669",="1700736818521173669","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001101055722080536","119.00","119.00","没有申请退款","无退款申请","2022-10-13 14:43:46","2022-10-13 14:43:52"
="2947256460192742961",="2947256460192742961","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001198791401065120","119.00","119.00","没有申请退款","无退款申请","2022-10-13 14:30:44","2022-10-13 14:30:49"
="1700722598001940888",="1700722598001940888","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001164101412884858","119.00","119.00","没有申请退款","无退款申请","2022-10-13 14:25:25","2022-10-13 14:25:30"
="2948557935621013718",="2948557935621013718","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001156475719238363","119.00","119.00","没有申请退款","无退款申请","2022-10-13 14:19:48","2022-10-13 14:19:55"
="2948319686223011663",="2948319686223011663","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001125081459026118","119.00","119.00","没有申请退款","无退款申请","2022-10-13 14:19:23","2022-10-13 14:19:28"
="1700034348088268791",="1700034348088268791","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001167401449973311","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:52:02","2022-10-13 13:52:07"
="2947173624959113306",="2947173624959113306","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001105695716716645","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:49:16","2022-10-13 13:49:22"
="1700691746451879385",="1700691746451879385","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001106021445674817","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:48:55","2022-10-13 13:48:58"
="2948500263370186259",="2948500263370186259","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001111231401573129","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:44:52","2022-10-13 13:45:00"
="1700684366194551468",="1700684366194551468","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001198381435644929","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:39:20","2022-10-13 13:39:25"
="2947863961726966226",="2947863961726966226","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001145075738391642","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:36:25","2022-10-13 13:36:30"
="1700678534216372877",="1700678534216372877","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001190081402494401","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:31:51","2022-10-13 13:32:02"
="2947136220244459339",="2947136220244459339","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001191801420081391","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:24:01","2022-10-13 13:24:09"
="2947119696945879021",="2947119696945879021","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001176361432156733","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:21:55","2022-10-13 13:22:01"
="1700670542077720695",="1700670542077720695","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001138081458580964","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:21:11","2022-10-13 13:21:21"
="2948220398109369341",="2948220398109369341","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001117981416792812","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:21:01","2022-10-13 13:22:13"
="2947132296177726246",="2947132296177726246","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001108231458118674","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:20:45","2022-10-13 13:20:51"
="2947132080148692733",="2947132080148692733","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001187575701417892","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:20:05","2022-10-13 13:20:11"
="2947846357039350016",="2947846357039350016","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001171475719156989","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:19:35","2022-10-13 13:19:41"
="1700668094617152896",="1700668094617152896","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001195841414038629","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:19:23","2022-10-13 13:19:29"
="2947131756016045411",="2947131756016045411","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001146581451782587","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:19:02","2022-10-13 13:19:07"
="2948458143173670933",="2948458143173670933","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022101322001195201417704313","119.00","119.00","退款成功","119.00","2022-10-13 13:18:20","2022-10-13 13:18:36"
="2947121532560143309",="2947121532560143309","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001140801414124133","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:17:45","2022-10-13 13:17:51"
="2948447343720861300",="2948447343720861300","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001134495719991246","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:17:09","2022-10-13 13:17:19"
="2948454939229953951",="2948454939229953951","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001122875746920212","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:16:24","2022-10-13 13:16:32"
="2947825441926124106",="2947825441926124106","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001192595707613353","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:15:47","2022-10-13 13:15:52"
="1700003568503956773",="1700003568503956773","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001111475720646596","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:15:34","2022-10-13 13:16:33"
="2947121172221707050",="2947121172221707050","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022101322001116375701348994","119.00","119.00","退款成功","119.00","2022-10-13 13:14:17","2022-10-13 13:14:22"
="2948448675288350664",="2948448675288350664","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001161001403653622","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:14:07","2022-10-13 13:14:09"
="2947122720016914135",="2947122720016914135","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001197661450833864","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:14:04","2022-10-13 13:14:09"
="2948447919279693664",="2948447919279693664","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001152311420831938","119.00","119.00","卖家已经同意退款，等待买家退货","0.00","2022-10-13 13:14:00","2022-10-13 13:14:11"
="2948202974424073244",="2948202974424073244","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001182741457025407","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:13:43","2022-10-13 13:13:50"
="1700662550349581476",="1700662550349581476","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001141841416126305","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:12:16","2022-10-13 13:12:25"
="2947112244331347801",="2947112244331347801","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022101322001126541430865794","119.00","119.00","退款成功","119.00","2022-10-13 13:10:50","2022-10-13 13:10:59"
="2947103424934152353",="2947103424934152353","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001168251423053743","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:10:31","2022-10-13 13:10:41"
="2947103712730063802",="2947103712730063802","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001120481432224669","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:10:00","2022-10-13 13:10:23"
="2948440107316259607",="2948440107316259607","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001195335700350743","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:09:33","2022-10-13 13:09:36"
="2947820293605886426",="2947820293605886426","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001182981420488525","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:09:27","2022-10-13 13:09:33"
="2948186990889440632",="2948186990889440632","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001195661455490617","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:09:17","2022-10-13 13:09:24"
="1700654846679794268",="1700654846679794268","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001140781401344912","119.00","119.00","没有申请退款","无退款申请","2022-10-13 13:05:03","2022-10-13 13:05:11"
="2948355147209897952",="2948355147209897952","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022101322001183541435379052","119.00","119.00","没有申请退款","无退款申请","2022-10-13 12:26:30","2022-10-13 12:26:35"
="2947308373450891816",="2947308373450891816","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001107035758457349","119.00","119.00","没有申请退款","无退款申请","2022-10-13 09:31:21","2022-10-13 09:36:20"
="2947292821253108812",="2947292821253108812","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001198661451225003","119.00","119.00","没有申请退款","无退款申请","2022-10-13 09:19:41","2022-10-13 09:19:43"
="2947644254698147547",="2947644254698147547","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022101322001135755713635314","249.00","249.00","没有申请退款","无退款申请","2022-10-13 09:02:07","2022-10-13 09:02:18"
="2947130497409132958",="2947130497409132958","SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","149.00","1","8809525248018","净含量：50ml","null","null","交易成功","8809525248018",="2022101322001155955727422856","149.00","149.00","没有申请退款","无退款申请","2022-10-13 07:04:42","2022-10-13 07:04:45"
="2947469330044349452",="2947469330044349452","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2022101322001126801414126252","119.00","119.00","没有申请退款","无退款申请","2022-10-13 04:43:00","2022-10-13 04:43:06"
="2946994489699315362",="2946994489699315362","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","1","8809603904430","null","null","null","卖家已发货，等待买家确认","8809603904430",="2022101222001172661457470633","259.00","259.00","没有申请退款","无退款申请","2022-10-12 23:51:06","2022-10-12 23:51:19"
